Documento de compras;Item;Centro;Recebimto.concluído;Ano doc.material;Ctg.de histórico de pedido;Doc.material;Item doc.material;Criado por;Referência;Tipo de movimento;Data de lançamento;Quantidade;UM pedido;Qtd.em UPP;Unid.prç.pedido;Montante em MI;Moeda interna;Montante;Moeda;Texto breve;Valor compensação EM/EF em moeda interna;Estq.bloq.EM UMP;Qtd.EM/EstqBlq.UMPP;Exercício documento referência;Documento referência;Item doc.referência;Valor da fatura;Material;Estorno EM apesar EF;Quantidade;Tipo de operação;Data do documento;Data de entrada;Cód.débito/crédito;Código de imposto;Ctg.doc.compras;EM/EF valor compensação em ME;Valor fatura em ME
4500869452;50;3621;;2025;Q;5501314541;10;IAREGO;1;;25/03/2025;57.157,450;PEÇ;57.157,450;PEÇ;57.157,45;BRL;57.157,45;BRL;Serviço de Atendimento Pré-hospitalar;57.157,45;0,000;0,000;2025;5002390575;5;57.157,45;400106;;0,000;2;05/03/2025;25/03/2025;S;S1;F;57.157,45;57.157,45
4500869452;50;3621;;2025;Q;5501318165;5;RPA08CPG;19;;04/04/2025;61.981,430;PEÇ;61.981,430;PEÇ;61.981,43;BRL;61.981,43;BRL;Serviço de Atendimento Pré-hospitalar;61.981,43;0,000;0,000;2025;5002394254;11;61.981,43;400106;;0,000;2;01/04/2025;04/04/2025;S;S1;F;61.981,43;61.981,43
4500869452;60;3621;;2025;Q;5501302959;28;RPA08CPG;2915;;21/02/2025;60.145,950;PEÇ;60.145,950;PEÇ;60.145,95;BRL;60.145,95;BRL;Serviço de Atendimento Pré-hospitalar;60.145,95;0,000;0,000;2025;5002378611;28;60.145,95;400106;;0,000;2;05/02/2025;21/02/2025;S;S1;F;60.145,95;60.145,95
4500869452;60;3621;;2025;Q;5501314541;12;IAREGO;1;;25/03/2025;129.238,050;PEÇ;129.238,050;PEÇ;129.238,05;BRL;129.238,05;BRL;Serviço de Atendimento Pré-hospitalar;129.238,05;0,000;0,000;2025;5002390575;6;129.238,05;400106;;0,000;2;05/03/2025;25/03/2025;S;S1;F;129.238,05;129.238,05
4500869452;60;3621;;2025;Q;5501318165;6;RPA08CPG;19;;04/04/2025;129.238,050;PEÇ;129.238,050;PEÇ;129.238,05;BRL;129.238,05;BRL;Serviço de Atendimento Pré-hospitalar;129.238,05;0,000;0,000;2025;5002394254;1;129.238,05;400106;;0,000;2;01/04/2025;04/04/2025;S;S1;F;129.238,05;129.238,05
4500869452;70;3621;;2025;Q;5501302959;29;RPA08CPG;2915;;21/02/2025;26.600,440;PEÇ;26.600,440;PEÇ;26.600,44;BRL;26.600,44;BRL;Serviço de Atendimento Pré-hospitalar;26.600,44;0,000;0,000;2025;5002378611;29;26.600,44;400106;;0,000;2;05/02/2025;21/02/2025;S;S1;F;26.600,44;26.600,44
4500869452;70;3621;;2025;Q;5501314541;14;IAREGO;1;;25/03/2025;57.157,450;PEÇ;57.157,450;PEÇ;57.157,45;BRL;57.157,45;BRL;Serviço de Atendimento Pré-hospitalar;57.157,45;0,000;0,000;2025;5002390575;7;57.157,45;400106;;0,000;2;05/03/2025;25/03/2025;S;S1;F;57.157,45;57.157,45
4500869452;70;3621;;2025;Q;5501318165;7;RPA08CPG;19;;04/04/2025;61.981,400;PEÇ;61.981,400;PEÇ;61.981,40;BRL;61.981,40;BRL;Serviço de Atendimento Pré-hospitalar;61.981,40;0,000;0,000;2025;5002394254;12;61.981,40;400106;;0,000;2;01/04/2025;04/04/2025;S;S1;F;61.981,40;61.981,40
4500869452;80;3621;;2025;Q;5501302959;30;RPA08CPG;2915;;21/02/2025;26.600,440;PEÇ;26.600,440;PEÇ;26.600,44;BRL;26.600,44;BRL;Serviço de Atendimento Pré-hospitalar;26.600,44;0,000;0,000;2025;5002378611;30;26.600,44;400106;;0,000;2;05/02/2025;21/02/2025;S;S1;F;26.600,44;26.600,44
4500869452;80;3621;;2025;Q;5501314541;16;IAREGO;1;;25/03/2025;57.157,450;PEÇ;57.157,450;PEÇ;57.157,45;BRL;57.157,45;BRL;Serviço de Atendimento Pré-hospitalar;57.157,45;0,000;0,000;2025;5002390575;8;57.157,45;400106;;0,000;2;05/03/2025;25/03/2025;S;S1;F;57.157,45;57.157,45
4500869452;80;3621;;2025;Q;5501318165;8;RPA08CPG;19;;04/04/2025;61.981,400;PEÇ;61.981,400;PEÇ;61.981,40;BRL;61.981,40;BRL;Serviço de Atendimento Pré-hospitalar;61.981,40;0,000;0,000;2025;5002394254;13;61.981,40;400106;;0,000;2;01/04/2025;04/04/2025;S;S1;F;61.981,40;61.981,40
4500869452;90;3621;;2025;Q;5501302959;31;RPA08CPG;2915;;21/02/2025;26.600,440;PEÇ;26.600,440;PEÇ;26.600,44;BRL;26.600,44;BRL;Serviço de Atendimento Pré-hospitalar;26.600,44;0,000;0,000;2025;5002378611;31;26.600,44;400106;;0,000;2;05/02/2025;21/02/2025;S;S1;F;26.600,44;26.600,44
4500869452;90;3621;;2025;Q;5501314541;18;IAREGO;1;;25/03/2025;57.157,450;PEÇ;57.157,450;PEÇ;57.157,45;BRL;57.157,45;BRL;Serviço de Atendimento Pré-hospitalar;57.157,45;0,000;0,000;2025;5002390575;9;57.157,45;400106;;0,000;2;05/03/2025;25/03/2025;S;S1;F;57.157,45;57.157,45
4500869452;90;3621;;2025;Q;5501318165;9;RPA08CPG;19;;04/04/2025;61.981,400;PEÇ;61.981,400;PEÇ;61.981,40;BRL;61.981,40;BRL;Serviço de Atendimento Pré-hospitalar;61.981,40;0,000;0,000;2025;5002394254;14;61.981,40;400106;;0,000;2;01/04/2025;04/04/2025;S;S1;F;61.981,40;61.981,40
4500869452;100;3621;;2025;Q;5501302959;32;RPA08CPG;2915;;21/02/2025;26.600,440;PEÇ;26.600,440;PEÇ;26.600,44;BRL;26.600,44;BRL;Serviço de Atendimento Pré-hospitalar;26.600,44;0,000;0,000;2025;5002378611;32;26.600,44;400106;;0,000;2;05/02/2025;21/02/2025;S;S1;F;26.600,44;26.600,44
4500869452;100;3621;;2025;Q;5501314541;20;IAREGO;1;;25/03/2025;119.138,850;PEÇ;119.138,850;PEÇ;119.138,85;BRL;119.138,85;BRL;Serviço de Atendimento Pré-hospitalar;119.138,85;0,000;0,000;2025;5002390575;17;119.138,85;400106;;0,000;2;05/03/2025;25/03/2025;S;S1;F;119.138,85;119.138,85
4500869452;110;3621;;2025;Q;5501302959;33;RPA08CPG;2915;;21/02/2025;26.600,440;PEÇ;26.600,440;PEÇ;26.600,44;BRL;26.600,44;BRL;Serviço de Atendimento Pré-hospitalar;26.600,44;0,000;0,000;2025;5002378611;33;26.600,44;400106;;0,000;2;05/02/2025;21/02/2025;S;S1;F;26.600,44;26.600,44
4500869452;110;3621;;2025;Q;5501314541;22;IAREGO;1;;25/03/2025;57.157,450;PEÇ;57.157,450;PEÇ;57.157,45;BRL;57.157,45;BRL;Serviço de Atendimento Pré-hospitalar;57.157,45;0,000;0,000;2025;5002390575;10;57.157,45;400106;;0,000;2;05/03/2025;25/03/2025;S;S1;F;57.157,45;57.157,45
4500869452;110;3621;;2025;Q;5501318165;10;RPA08CPG;19;;04/04/2025;61.981,400;PEÇ;61.981,400;PEÇ;61.981,40;BRL;61.981,40;BRL;Serviço de Atendimento Pré-hospitalar;61.981,40;0,000;0,000;2025;5002394254;15;61.981,40;400106;;0,000;2;01/04/2025;04/04/2025;S;S1;F;61.981,40;61.981,40
4500869452;120;3621;;2025;Q;5501302959;34;RPA08CPG;2915;;21/02/2025;60.145,950;PEÇ;60.145,950;PEÇ;60.145,95;BRL;60.145,95;BRL;Serviço de Atendimento Pré-hospitalar;60.145,95;0,000;0,000;2025;5002378611;34;60.145,95;400106;;0,000;2;05/02/2025;21/02/2025;S;S1;F;60.145,95;60.145,95
4500869452;120;3621;;2025;Q;5501314541;24;IAREGO;1;;25/03/2025;57.157,450;PEÇ;57.157,450;PEÇ;57.157,45;BRL;57.157,45;BRL;Serviço de Atendimento Pré-hospitalar;57.157,45;0,000;0,000;2025;5002390575;11;57.157,45;400106;;0,000;2;05/03/2025;25/03/2025;S;S1;F;57.157,45;57.157,45
4500869452;120;3621;;2025;Q;5501318165;11;RPA08CPG;19;;04/04/2025;28.435,920;PEÇ;28.435,920;PEÇ;28.435,92;BRL;28.435,92;BRL;Serviço de Atendimento Pré-hospitalar;28.435,92;0,000;0,000;2025;5002394254;2;28.435,92;400106;;0,000;2;01/04/2025;04/04/2025;S;S1;F;28.435,92;28.435,92
4500869452;130;3621;;2025;Q;5501302959;35;RPA08CPG;2915;;21/02/2025;26.600,440;PEÇ;26.600,440;PEÇ;26.600,44;BRL;26.600,44;BRL;Serviço de Atendimento Pré-hospitalar;26.600,44;0,000;0,000;2025;5002378611;35;26.600,44;400106;;0,000;2;05/02/2025;21/02/2025;S;S1;F;26.600,44;26.600,44
4500869452;130;3621;;2025;Q;5501314541;26;IAREGO;1;;25/03/2025;114.426,100;PEÇ;114.426,100;PEÇ;114.426,10;BRL;114.426,10;BRL;Serviço de Atendimento Pré-hospitalar;114.426,10;0,000;0,000;2025;5002390575;19;114.426,10;400106;;0,000;2;05/03/2025;25/03/2025;S;S1;F;114.426,10;114.426,10
4500869452;130;3621;;2025;Q;5501318165;12;RPA08CPG;19;;04/04/2025;4.712,750;PEÇ;4.712,750;PEÇ;4.712,75;BRL;4.712,75;BRL;Serviço de Atendimento Pré-hospitalar;4.712,75;0,000;0,000;2025;5002394254;3;4.712,75;400106;;0,000;2;01/04/2025;04/04/2025;S;S1;F;4.712,75;4.712,75
4500869452;140;3621;;2025;Q;5501302959;36;RPA08CPG;2915;;21/02/2025;26.600,440;PEÇ;26.600,440;PEÇ;26.600,44;BRL;26.600,44;BRL;Serviço de Atendimento Pré-hospitalar;26.600,44;0,000;0,000;2025;5002378611;36;26.600,44;400106;;0,000;2;05/02/2025;21/02/2025;S;S1;F;26.600,44;26.600,44
4500869452;140;3621;;2025;Q;5501314541;28;IAREGO;1;;25/03/2025;67.157,450;PEÇ;67.157,450;PEÇ;67.157,45;BRL;67.157,45;BRL;Serviço de Atendimento Pré-hospitalar;67.157,45;0,000;0,000;2025;5002390575;18;67.157,45;400106;;0,000;2;05/03/2025;25/03/2025;S;S1;F;67.157,45;67.157,45
4500869452;140;3621;;2025;Q;5501318165;13;RPA08CPG;19;;04/04/2025;129.238,050;PEÇ;129.238,050;PEÇ;129.238,05;BRL;129.238,05;BRL;Serviço de Atendimento Pré-hospitalar;129.238,05;0,000;0,000;2025;5002394254;4;129.238,05;400106;;0,000;2;01/04/2025;04/04/2025;S;S1;F;129.238,05;129.238,05
4500869452;150;3621;;2025;Q;5501302959;37;RPA08CPG;2915;;21/02/2025;26.600,440;PEÇ;26.600,440;PEÇ;26.600,44;BRL;26.600,44;BRL;Serviço de Atendimento Pré-hospitalar;26.600,44;0,000;0,000;2025;5002378611;37;26.600,44;400106;;0,000;2;05/02/2025;21/02/2025;S;S1;F;26.600,44;26.600,44
4500869452;150;3621;;2025;Q;5501318165;14;RPA08CPG;19;;04/04/2025;77.189,460;PEÇ;77.189,460;PEÇ;77.189,46;BRL;77.189,46;BRL;Serviço de Atendimento Pré-hospitalar;77.189,46;0,000;0,000;2025;5002394254;19;77.189,46;400106;;0,000;2;01/04/2025;04/04/2025;S;S1;F;77.189,46;77.189,46
4500869452;160;3621;;2025;Q;5501302959;38;RPA08CPG;2915;;21/02/2025;26.600,440;PEÇ;26.600,440;PEÇ;26.600,44;BRL;26.600,44;BRL;Serviço de Atendimento Pré-hospitalar;26.600,44;0,000;0,000;2025;5002378611;42;26.600,44;400106;;0,000;2;05/02/2025;21/02/2025;S;S1;F;26.600,44;26.600,44
4500869452;160;3621;;2025;Q;5501314541;31;IAREGO;1;;25/03/2025;57.157,450;PEÇ;57.157,450;PEÇ;57.157,45;BRL;57.157,45;BRL;Serviço de Atendimento Pré-hospitalar;57.157,45;0,000;0,000;2025;5002390575;16;57.157,45;400106;;0,000;2;05/03/2025;25/03/2025;S;S1;F;57.157,45;57.157,45
4500869452;160;3621;;2025;Q;5501318165;15;RPA08CPG;19;;04/04/2025;61.981,430;PEÇ;61.981,430;PEÇ;61.981,43;BRL;61.981,43;BRL;Serviço de Atendimento Pré-hospitalar;61.981,43;0,000;0,000;2025;5002394254;16;61.981,43;400106;;0,000;2;01/04/2025;04/04/2025;S;S1;F;61.981,43;61.981,43
4500869452;170;3621;;2025;Q;5501302959;39;RPA08CPG;2915;;21/02/2025;26.600,440;PEÇ;26.600,440;PEÇ;26.600,44;BRL;26.600,44;BRL;Serviço de Atendimento Pré-hospitalar;26.600,44;0,000;0,000;2025;5002378611;41;26.600,44;400106;;0,000;2;05/02/2025;21/02/2025;S;S1;F;26.600,44;26.600,44
4500869452;170;3621;;2025;Q;5501314541;33;IAREGO;1;;25/03/2025;57.145,450;PEÇ;57.145,450;PEÇ;57.145,45;BRL;57.145,45;BRL;Serviço de Atendimento Pré-hospitalar;57.145,45;0,000;0,000;2025;5002390575;15;57.145,45;400106;;0,000;2;05/03/2025;25/03/2025;S;S1;F;57.145,45;57.145,45
4500869452;170;3621;;2025;Q;5501318165;16;RPA08CPG;19;;04/04/2025;61.993,430;PEÇ;61.993,430;PEÇ;61.993,43;BRL;61.993,43;BRL;Serviço de Atendimento Pré-hospitalar;61.993,43;0,000;0,000;2025;5002394254;17;61.993,43;400106;;0,000;2;01/04/2025;04/04/2025;S;S1;F;61.993,43;61.993,43
4500869452;180;3621;;2025;Q;5501302959;40;RPA08CPG;2915;;21/02/2025;26.600,440;PEÇ;26.600,440;PEÇ;26.600,44;BRL;26.600,44;BRL;Serviço de Atendimento Pré-hospitalar;26.600,44;0,000;0,000;2025;5002378611;40;26.600,44;400106;;0,000;2;05/02/2025;21/02/2025;S;S1;F;26.600,44;26.600,44
4500869452;180;3621;;2025;Q;5501314541;35;IAREGO;1;;25/03/2025;57.157,450;PEÇ;57.157,450;PEÇ;57.157,45;BRL;57.157,45;BRL;Serviço de Atendimento Pré-hospitalar;57.157,45;0,000;0,000;2025;5002390575;14;57.157,45;400106;;0,000;2;05/03/2025;25/03/2025;S;S1;F;57.157,45;57.157,45
4500869452;180;3621;;2025;Q;5501318165;17;RPA08CPG;19;;04/04/2025;61.981,400;PEÇ;61.981,400;PEÇ;61.981,40;BRL;61.981,40;BRL;Serviço de Atendimento Pré-hospitalar;61.981,40;0,000;0,000;2025;5002394254;18;61.981,40;400106;;0,000;2;01/04/2025;04/04/2025;S;S1;F;61.981,40;61.981,40
4500869452;190;3621;;2025;Q;5501302959;41;RPA08CPG;2915;;21/02/2025;51.145,990;PEÇ;51.145,990;PEÇ;51.145,99;BRL;51.145,99;BRL;Serviço de Atendimento Pré-hospitalar;51.145,99;0,000;0,000;2025;5002378611;39;51.145,99;400106;;0,000;2;05/02/2025;21/02/2025;S;S1;F;51.145,99;51.145,99
4500869452;190;3621;;2025;Q;5501314541;37;IAREGO;1;;25/03/2025;109.899,470;PEÇ;109.899,470;PEÇ;109.899,47;BRL;109.899,47;BRL;Serviço de Atendimento Pré-hospitalar;109.899,47;0,000;0,000;2025;5002390575;13;109.899,47;400106;;0,000;2;05/03/2025;25/03/2025;S;S1;F;109.899,47;109.899,47
4500869452;190;3621;;2025;Q;5501318165;18;RPA08CPG;19;;04/04/2025;167.056,920;PEÇ;167.056,920;PEÇ;167.056,92;BRL;167.056,92;BRL;Serviço de Atendimento Pré-hospitalar;167.056,92;0,000;0,000;2025;5002394254;6;167.056,92;400106;;0,000;2;01/04/2025;04/04/2025;S;S1;F;167.056,92;167.056,92
4500869452;200;3621;;2025;Q;5501302959;42;RPA08CPG;2915;;21/02/2025;26.900,440;PEÇ;26.900,440;PEÇ;26.900,44;BRL;26.900,44;BRL;Serviço de Atendimento Pré-hospitalar;26.900,44;0,000;0,000;2025;5002378611;38;26.900,44;400106;;0,000;2;05/02/2025;21/02/2025;S;S1;F;26.900,44;26.900,44
4500869452;200;3621;;2025;Q;5501314541;39;IAREGO;1;;25/03/2025;57.802,070;PEÇ;57.802,070;PEÇ;57.802,07;BRL;57.802,07;BRL;Serviço de Atendimento Pré-hospitalar;57.802,07;0,000;0,000;2025;5002390575;12;57.802,07;400106;;0,000;2;05/03/2025;25/03/2025;S;S1;F;57.802,07;57.802,07
4500869452;200;3621;;2025;Q;5501318165;19;RPA08CPG;19;;04/04/2025;61.036,680;PEÇ;61.036,680;PEÇ;61.036,68;BRL;61.036,68;BRL;Serviço de Atendimento Pré-hospitalar;61.036,68;0,000;0,000;2025;5002394254;5;61.036,68;400106;;0,000;2;01/04/2025;04/04/2025;S;S1;F;61.036,68;61.036,68
4500871354;10;3621;;2025;Q;5501310854;1;IAREGO;246;;17/03/2025;217.666,680;UN;217.666,680;UN;209.721,84;BRL;209.721,84;BRL;Serviço de Engenharia;209.721,84;0,000;0,000;2025;5002386154;1;209.721,84;400212;;0,000;2;06/03/2025;17/03/2025;S;X2;F;209.721,84;209.721,84
4500872602;10;3621;;2025;Q;5501332582;5;RPA08CPG;44139;;15/05/2025;5.854,610;UN;5.854,610;UN;5.854,61;BRL;5.854,61;BRL;Serviço de Engenharia;5.854,61;0,000;0,000;2025;5002408976;5;5.854,61;400212;;0,000;2;13/05/2025;15/05/2025;S;S1;F;5.854,61;5.854,61
4500872602;30;3621;;2025;Q;5501370623;1;RPA08CPG;45634;;23/08/2025;124.150,650;UN;124.150,650;UN;124.150,65;BRL;124.150,65;BRL;Serviço de Engenharia;124.150,65;0,000;0,000;2025;5002448196;1;124.150,65;400212;;0,000;2;20/08/2025;23/08/2025;S;S1;F;124.150,65;124.150,65
4500872602;40;3621;;2025;Q;5501355351;2;RPA08CPG;44668;;15/07/2025;78.531,610;UN;78.531,610;UN;78.531,61;BRL;78.531,61;BRL;Serviço de Engenharia;78.531,61;0,000;0,000;2025;5002432699;2;78.531,61;400212;;0,000;2;20/06/2025;15/07/2025;S;S1;F;78.531,61;78.531,61
4500872602;50;3621;;2025;Q;5501355351;3;RPA08CPG;44668;;15/07/2025;93.179,300;UN;93.179,300;UN;93.179,30;BRL;93.179,30;BRL;Serviço de Engenharia;93.179,30;0,000;0,000;2025;5002432699;3;93.179,30;400212;;0,000;2;20/06/2025;15/07/2025;S;S1;F;93.179,30;93.179,30
4500872602;50;3621;;2025;Q;5501360177;4;RPA08CPG;45107;;24/07/2025;186.258,550;UN;186.258,550;UN;186.258,55;BRL;186.258,55;BRL;Serviço de Engenharia;186.258,55;0,000;0,000;2025;5002437733;4;186.258,55;400212;;0,000;2;22/07/2025;24/07/2025;S;S1;F;186.258,55;186.258,55
4500872602;50;3621;;2025;Q;5501370623;2;RPA08CPG;45634;;23/08/2025;267.612,490;UN;267.612,490;UN;267.612,49;BRL;267.612,49;BRL;Serviço de Engenharia;267.612,49;0,000;0,000;2025;5002448196;2;267.612,49;400212;;0,000;2;20/08/2025;23/08/2025;S;S1;F;267.612,49;267.612,49
4500872602;60;3621;;2025;Q;5501360177;5;RPA08CPG;45107;;24/07/2025;23.785,060;UN;23.785,060;UN;23.785,06;BRL;23.785,06;BRL;Serviço de Engenharia;23.785,06;0,000;0,000;2025;5002437733;5;23.785,06;400212;;0,000;2;22/07/2025;24/07/2025;S;S1;F;23.785,06;23.785,06
4500872609;10;2651;;2025;Q;5501316442;1;RPA08CPG;35192;;02/04/2025;57.481,660;PEÇ;57.481,660;PEÇ;52.164,60;BRL;52.164,60;BRL;FATURAMENTO DIRETO;52.164,60;0,000;0,000;2025;5002392668;1;52.164,60;504350;;0,000;2;11/03/2025;02/04/2025;S;R2;F;52.164,60;52.164,60
4500873181;10;2681;;2025;Q;5501311349;1;IAREGO;41080072;;18/03/2025;126.088,330;PEÇ;126.088,330;PEÇ;126.088,33;BRL;126.088,33;BRL;Aluguel de Imóveis e Condomínios;126.088,33;0,000;0,000;2025;5002386859;1;126.088,33;400003;;0,000;2;18/02/2025;18/03/2025;S;S1;F;126.088,33;126.088,33
4500873181;10;2681;;2025;Q;5501314227;2;RPA08CPG;41080073;;24/03/2025;55.618,290;PEÇ;55.618,290;PEÇ;55.618,29;BRL;55.618,29;BRL;Aluguel de Imóveis e Condomínios;55.618,29;0,000;0,000;2025;5002390402;2;55.618,29;400003;;0,000;2;20/03/2025;24/03/2025;S;S1;F;55.618,29;55.618,29
4500873181;10;2681;;2025;Q;5501322453;2;RPA08CPG;41080074;;15/04/2025;48.660,980;PEÇ;48.660,980;PEÇ;48.660,98;BRL;48.660,98;BRL;Aluguel de Imóveis e Condomínios;48.660,98;0,000;0,000;2025;5002398529;2;48.660,98;400003;;0,000;2;15/04/2025;15/04/2025;S;S1;F;48.660,98;48.660,98
4500873181;10;2681;;2025;Q;5501335210;1;RPA08CPG;41080075;;22/05/2025;126.088,330;PEÇ;126.088,330;PEÇ;126.088,33;BRL;126.088,33;BRL;Aluguel de Imóveis e Condomínios;126.088,33;0,000;0,000;2025;5002411663;1;126.088,33;400003;;0,000;2;15/05/2025;22/05/2025;S;S1;F;126.088,33;126.088,33
4500873181;10;2681;;2025;Q;5501344613;1;RPA08CPG;41080076;;17/06/2025;126.088,330;PEÇ;126.088,330;PEÇ;126.088,33;BRL;126.088,33;BRL;Aluguel de Imóveis e Condomínios;126.088,33;0,000;0,000;2025;5002421827;1;126.088,33;400003;;0,000;2;15/06/2025;17/06/2025;S;S1;F;126.088,33;126.088,33
4500873181;10;2681;;2025;Q;5501356460;1;RPA08CPG;41080077;;17/07/2025;126.088,330;PEÇ;126.088,330;PEÇ;126.088,33;BRL;126.088,33;BRL;Aluguel de Imóveis e Condomínios;126.088,33;0,000;0,000;2025;5002433526;1;126.088,33;400003;;0,000;2;15/07/2025;17/07/2025;S;S1;F;126.088,33;126.088,33
4500873181;10;2681;;2025;Q;5501367504;1;RPA08CPG;41080078;;18/08/2025;126.088,330;PEÇ;126.088,330;PEÇ;126.088,33;BRL;126.088,33;BRL;Aluguel de Imóveis e Condomínios;126.088,33;0,000;0,000;2025;5002444776;1;126.088,33;400003;;0,000;2;15/08/2025;18/08/2025;S;S1;F;126.088,33;126.088,33
4500873181;10;2681;;2025;Q;5501378308;1;RPA08CPG;41080079;;17/09/2025;126.088,330;PEÇ;126.088,330;PEÇ;126.088,33;BRL;126.088,33;BRL;Aluguel de Imóveis e Condomínios;126.088,33;0,000;0,000;2025;5002456373;1;126.088,33;400003;;0,000;2;15/09/2025;17/09/2025;S;S1;F;126.088,33;126.088,33
4500873666;10;2621;;2025;Q;5501333878;1;RPA08CPG;44193;;20/05/2025;98,618;M2;98,618;M2;1.240,61;BRL;1.240,61;BRL;GRAMA NATURAL ESMERALDA 0,4X0,625M;1.240,61;0;0;2025;5002410717;1;1.240,61;502779;;0,000;2;15/05/2025;20/05/2025;S;C0;F;1.240,61;1.240,61
4500873666;10;2621;;2025;Q;5501343543;1;RPA08CPG;44578;;13/06/2025;65,745;M2;65,745;M2;827,07;BRL;827,07;BRL;GRAMA NATURAL ESMERALDA 0,4X0,625M;827,07;0;0;2025;5002420656;1;827,07;502779;;0,000;2;12/06/2025;13/06/2025;S;C0;F;827,07;827,07
4500873666;10;2621;;2025;Q;5501356884;1;RPA08CPG;45034;;18/07/2025;78,706;M2;78,706;M2;990,12;BRL;990,12;BRL;GRAMA NATURAL ESMERALDA 0,4X0,625M;990,12;0;0;2025;5002434234;1;990,12;502779;;0,000;2;16/07/2025;18/07/2025;S;C0;F;990,12;990,12
4500873666;10;2621;;2025;Q;5501356885;1;RPA08CPG;45035;;18/07/2025;664,070;M2;664,070;M2;8.354,00;BRL;8.354,00;BRL;GRAMA NATURAL ESMERALDA 0,4X0,625M;8.354,00;0;0;2025;5002434211;1;8.354,00;502779;;0,000;2;16/07/2025;18/07/2025;S;C0;F;8.354,00;8.354,00
4500873666;20;2621;;2025;Q;5501356884;2;RPA08CPG;45034;;18/07/2025;111,897;M2;111,897;M2;1.407,66;BRL;1.407,66;BRL;GRAMA NATURAL ESMERALDA 0,4X0,625M;1.407,66;0;0;2025;5002434234;2;1.407,66;502779;;0,000;2;16/07/2025;18/07/2025;S;C0;F;1.407,66;1.407,66
4500873666;30;2621;;2025;Q;5501356884;3;RPA08CPG;45034;;18/07/2025;45,177;M2;45,177;M2;568,32;BRL;568,32;BRL;GRAMA NATURAL ESMERALDA 0,4X0,625M;568,32;0;0;2025;5002434234;3;568,32;502779;;0,000;2;16/07/2025;18/07/2025;S;C0;F;568,32;568,32
4500873666;40;2621;;2025;Q;5501313570;1;RPA08CPG;43375;;21/03/2025;314,872;M2;314,872;M2;3.961,09;BRL;3.961,09;BRL;GRAMA NATURAL ESMERALDA 0,4X0,625M;3.961,09;0;0;2025;5002390023;1;3.961,09;502779;;0,000;2;19/03/2025;21/03/2025;S;C0;F;3.961,09;3.961,09
4500873666;40;2621;;2025;Q;5501356885;2;RPA08CPG;45035;;18/07/2025;276,459;M2;276,459;M2;3.477,85;BRL;3.477,85;BRL;GRAMA NATURAL ESMERALDA 0,4X0,625M;3.477,85;0;0;2025;5002434211;2;3.477,85;502779;;0,000;2;16/07/2025;18/07/2025;S;C0;F;3.477,85;3.477,85
4500873666;40;2621;;2025;Q;5501356910;1;RPA08CPG;45033;;18/07/2025;96,037;M2;96,037;M2;1.208,15;BRL;1.208,15;BRL;GRAMA NATURAL ESMERALDA 0,4X0,625M;1.208,15;0;0;2025;5002434304;1;1.208,15;502779;;0,000;2;16/07/2025;18/07/2025;S;C0;F;1.208,15;1.208,15
4500873666;50;2621;;2025;Q;5501324142;1;RPA08CPG;43801;;23/04/2025;144,054;M2;144,054;M2;1.812,20;BRL;1.812,20;BRL;GRAMA NATURAL ESMERALDA 0,4X0,625M;1.812,20;0;0;2025;5002400735;1;1.812,20;502779;;0,000;2;16/04/2025;23/04/2025;S;C0;F;1.812,20;1.812,20
4500873666;50;2621;;2025;Q;5501333532;1;RPA08CPG;44192;;20/05/2025;327,847;M2;327,847;M2;4.124,32;BRL;4.124,32;BRL;GRAMA NATURAL ESMERALDA 0,4X0,625M;4.124,32;0;0;2025;5002410537;1;4.124,32;502779;;0,000;2;15/05/2025;20/05/2025;S;C0;F;4.124,32;4.124,32
4500873666;50;2621;;2025;Q;5501333656;1;RPA08CPG;44189;;20/05/2025;236,549;M2;236,549;M2;2.975,79;BRL;2.975,79;BRL;GRAMA NATURAL ESMERALDA 0,4X0,625M;2.975,79;0;0;2025;5002410550;1;2.975,79;502779;;0,000;2;15/05/2025;20/05/2025;S;C0;F;2.975,79;2.975,79
4500873666;50;2621;;2025;Q;5501356839;1;RPA08CPG;45032;;18/07/2025;40,015;M2;40,015;M2;503,39;BRL;503,39;BRL;GRAMA NATURAL ESMERALDA 0,4X0,625M;503,39;0;0;2025;5002434290;1;503,39;502779;;0,000;2;16/07/2025;18/07/2025;S;C0;F;503,39;503,39
4500873666;50;2621;;2025;Q;5501356910;2;RPA08CPG;45033;;18/07/2025;144,054;M2;144,054;M2;1.812,20;BRL;1.812,20;BRL;GRAMA NATURAL ESMERALDA 0,4X0,625M;1.812,20;0;0;2025;5002434304;2;1.812,20;502779;;0,000;2;16/07/2025;18/07/2025;S;C0;F;1.812,20;1.812,20
4500873666;60;2621;;2025;Q;5501313570;2;RPA08CPG;43375;;21/03/2025;788,310;M2;788,310;M2;9.916,94;BRL;9.916,94;BRL;GRAMA NATURAL ESMERALDA 0,4X0,625M;9.916,94;0;0;2025;5002390023;2;9.916,94;502779;;0,000;2;19/03/2025;21/03/2025;S;C0;F;9.916,94;9.916,94
